Census_Tract_Name,County_Name,State_FIPS,County_FIPS,Census_Tract_FIPS,FIPS_Code,Total_Computer,Total_Computer_Percent,Total_Broadband_Internet,Total_Broadband_Internet_Percent
Census Tract 9203.04, Polk ,37,149,920304,37149920304,1342,88.0,1131,74.2
Census Tract 301, Randolph ,37,151,030100,37151030100,1605,87.7,1350,73.8
Census Tract 302.01, Randolph ,37,151,030201,37151030201,1402,85.7,1210,74.0
Census Tract 302.02, Randolph ,37,151,030202,37151030202,1530,79.0,1426,73.6
Census Tract 303.01, Randolph ,37,151,030301,37151030301,2232,91.8,2158,88.8
Census Tract 303.02, Randolph ,37,151,030302,37151030302,996,95.7,833,80.0
Census Tract 806, Davie ,37,059,080600,37059080600,1271,87.5,1261,86.8
Census Tract 807.01, Davie ,37,059,080701,37059080701,1262,92.1,1136,82.9
Census Tract 807.02, Davie ,37,059,080702,37059080702,893,87.3,796,77.8
Census Tract 901.01, Duplin ,37,061,090101,37061090101,1021,80.0,842,65.9
Census Tract 901.02, Duplin ,37,061,090102,37061090102,1008,71.4,786,55.7
Census Tract 901.03, Duplin ,37,061,090103,37061090103,392,59.2,299,45.2
Census Tract 902.01, Duplin ,37,061,090201,37061090201,509,88.1,345,59.7
Census Tract 902.02, Duplin ,37,061,090202,37061090202,960,92.8,795,76.8
Census Tract 903.01, Duplin ,37,061,090301,37061090301,1061,89.8,886,75.0
Census Tract 903.02, Duplin ,37,061,090302,37061090302,768,87.9,701,80.2
Census Tract 904.01, Duplin ,37,061,090401,37061090401,792,84.0,720,76.4
Census Tract 904.02, Duplin ,37,061,090402,37061090402,1080,89.0,907,74.7
Census Tract 905.03, Duplin ,37,061,090503,37061090503,1236,86.9,1159,81.4
Census Tract 905.04, Duplin ,37,061,090504,37061090504,562,91.8,511,83.5
Census Tract 905.05, Duplin ,37,061,090505,37061090505,876,81.8,763,71.2
Census Tract 905.06, Duplin ,37,061,090506,37061090506,744,94.2,633,80.1
Census Tract 906, Duplin ,37,061,090600,37061090600,1138,86.7,975,74.3
Census Tract 907.03, Duplin ,37,061,090703,37061090703,827,98.7,827,98.7
Census Tract 907.04, Duplin ,37,061,090704,37061090704,601,73.1,528,64.2
Census Tract 907.05, Duplin ,37,061,090705,37061090705,798,71.4,727,65.0
Census Tract 907.06, Duplin ,37,061,090706,37061090706,1189,84.8,937,66.8
Census Tract 908.01, Duplin ,37,061,090801,37061090801,1035,89.5,907,78.5
Census Tract 908.03, Duplin ,37,061,090803,37061090803,495,70.7,412,58.9
Census Tract 908.04, Duplin ,37,061,090804,37061090804,851,83.6,600,58.9
Census Tract 1.01, Durham ,37,063,000101,37063000101,1322,93.0,1177,82.8
Census Tract 1.02, Durham ,37,063,000102,37063000102,1527,95.9,1470,92.3
Census Tract 2, Durham ,37,063,000200,37063000200,1041,91.1,998,87.3
Census Tract 3.01, Durham ,37,063,000301,37063000301,1457,93.4,1231,78.9
Census Tract 3.02, Durham ,37,063,000302,37063000302,1380,91.9,1405,93.5
Census Tract 4.01, Durham ,37,063,000401,37063000401,1042,93.5,1043,93.5
Census Tract 4.02, Durham ,37,063,000402,37063000402,1533,99.0,1447,93.5
Census Tract 5, Durham ,37,063,000500,37063000500,1406,86.2,1288,78.9
Census Tract 6, Durham ,37,063,000600,37063000600,2182,86.7,2127,84.5
Census Tract 7, Durham ,37,063,000700,37063000700,1693,91.1,1559,83.9
Census Tract 9, Durham ,37,063,000900,37063000900,593,87.0,464,68.0
Census Tract 10.01, Durham ,37,063,001001,37063001001,1300,86.0,1064,70.4
Census Tract 10.02, Durham ,37,063,001002,37063001002,1717,82.3,1592,76.3
Census Tract 11, Durham ,37,063,001100,37063001100,880,71.7,806,65.7
